"","baseMean","log2FoldChange","lfcSE","pvalue","padj","sig","pct_in_1","pct_in_2"
"Rbm18",3.40209584445658,-0.0146715844424836,0.0989298999059396,0.00591211934109769,0.068862370660562,"Not significant",21.7840982546865,26.5771812080537
"Mrrf",3.72263028324918,-0.0124159765706555,0.101526104065698,0.105210166884923,0.246608961617596,"Not significant",14.8674854557208,19.7986577181208
"Ptgs1",9.78066691915893,-0.029777545377711,0.111872135792931,0.098420037758714,0.239304899473223,"Not significant",31.9974143503555,24.3624161073826
"Pdcl",4.01549018609116,0.0258616959393335,0.1034259421651,0.000905590184302292,0.0276964183612213,"Significant",24.8868778280543,34.3624161073826
"Rc3h2",9.4536398419463,-0.12540834131888,0.128851297261079,0.0683727142703136,0.198209889986906,"Not significant",42.5339366515837,46.1073825503356
"Zbtb6",1.92296219243458,-0.036625729422922,0.108651020608285,0.337000686847298,0.461332352739902,"Not significant",10.9243697478992,12.0805369127517
"Rabgap1",16.0184515414311,-0.00847294364044046,0.0909042919782572,0.442797253946692,0.543209833848033,"Not significant",53.781512605042,60.9395973154362
"Strbp",10.3867539377063,-0.0636390904570822,0.115809021503774,0.119318634862216,0.260449000441384,"Not significant",36.5869424692954,42.6174496644295
"Dennd1a",108.133197394789,-0.0537667464478209,0.0969787051247888,0.291078510536494,0.424904257966311,"Not significant",94.2469295410472,95.1677852348993
"Nek6",8.82185946673648,0.587533001993587,0.279505351114626,0.001212853167394,0.0327639637045464,"Significant",25.1454427925016,43.758389261745
"Psmb7",21.0737741917823,0.0699119599013959,0.103518095500301,0.12576084523153,0.267579053122282,"Not significant",62.4434389140271,75.7046979865772
"Nr6a1",6.11241432885563,0.0539810673956052,0.119363895382848,0.15972356733591,0.302479836918116,"Not significant",18.0349062702004,24.2281879194631
"Rpl35",540.772425372446,0.00668029708574306,0.0826172172621711,0.888441910761667,0.900072807540457,"Not significant",99.5475113122172,99.7315436241611
"Arpc5l",16.7990060740652,-0.0254253574728968,0.0862937952756701,0.450230712973226,0.549081510628165,"Not significant",56.1085972850679,64.2281879194631
"Golga1",4.5414814583678,-0.0355258121442072,0.104277728749635,0.390493530885376,0.502442551706023,"Not significant",23.7879767291532,25.3020134228188
"Scai",4.85893902114391,-0.0493623059569019,0.11356271307056,0.118928667050098,0.260084849907248,"Not significant",24.8222365869425,24.7651006711409
"Ppp6c",16.8207514684693,0.0195334275689674,0.089846445344003,0.0662353942432138,0.194858152258102,"Not significant",54.4279250161603,62.8187919463087
"Lrp1b",2.40198334754599,-0.0350140076945594,0.115166803566945,0.0817109308105137,0.216933947549845,"Not significant",16.1603102779573,17.1812080536913
"Kynu",2.49217039994179,0.00343893678351886,0.106721557328983,0.909193879844314,0.918545691089869,"Not significant",9.56690368455074,9.12751677852349
"Arhgap15",154.026614087237,-0.380142965135528,0.230787341337693,0.00439484369947016,0.0607487528959238,"Not significant",96.5093729799612,93.758389261745
"Gtdc1",23.0308505706374,-0.0473033576864886,0.10534066754182,0.155080935047156,0.29772305081751,"Not significant",56.6257272139625,56.510067114094
"Zeb2",339.991997474412,-0.101744935328836,0.111683793754622,0.123992571908599,0.265734155465248,"Not significant",99.612152553329,99.3959731543624
"Zeb2os",18.0876284093121,0.0108520207392639,0.086001956266923,0.828592558630191,0.846598071025721,"Not significant",58.3710407239819,65.7046979865772
"Acvr2a",15.1686933481566,-0.0681413381491356,0.128790882900907,0.00907704810942292,0.0813128486786653,"Not significant",38.8493859082094,38.0536912751678
"Orc4",7.75415965652301,0.00724807049669294,0.0942372205883392,0.82861355987422,0.846598071025721,"Not significant",34.1305753070459,39.6644295302013
"Mbd5",27.9565518105584,0.0359645376156111,0.0925713311098896,0.494584835662483,0.5826529923068,"Not significant",62.2495151906917,71.006711409396
"Epc2",13.7998866511045,-0.107248376113305,0.129666858604235,0.0230811033081838,0.120047591798929,"Not significant",56.2378797672915,59.1275167785235
"Mmadhc",7.50072397148624,0.0323021848753022,0.0975861080084725,0.222758607840959,0.364835526550488,"Not significant",34.3244990303814,44.2953020134228
"Rnd3",8.04466870267205,-1.83262920854399,0.303754839297766,9.21547932609691e-11,7.84467677633999e-08,"Significant",26.3736263736264,15.7046979865772
"Rbm43",4.12261434593914,-0.0375387929565023,0.108552450943358,0.131511985304769,0.274131833418458,"Not significant",19.715578539108,22.0134228187919
"Nmi",9.37376187205414,-0.0361140266165425,0.0999476652862436,0.306814812665906,0.437969998795728,"Not significant",39.3018745959922,45.5704697986577
"Rif1",7.19098431167065,0.0202516369835652,0.0967838592406342,0.414570997453765,0.521339743812656,"Not significant",28.2482223658694,31.6107382550336
"Arl5a",11.4496519352707,-0.0390158427245943,0.101279184702339,0.374263934197037,0.490519128537687,"Not significant",48.480930833872,53.0872483221477
"A430018G15Rik",1.46413659072762,-0.0227985676086183,0.110222331466161,0.0205103945709903,0.114425822251593,"Not significant",7.4983839689722,5.97315436241611
"Stam2",14.2205999503207,0.0306043884091193,0.087620923295596,0.462036116941353,0.558682956283718,"Not significant",46.2831286360698,56.5771812080537
"Fmnl2",19.9349440957686,-0.0113335453845993,0.0947219173264024,0.79221037727434,0.816427462051794,"Not significant",40.9825468648998,50.3355704697987
"Prpf40a",42.867956413057,0.0299340050148619,0.0751401150231033,0.557435074761694,0.629958987575031,"Not significant",82.4822236586942,86.6442953020134
"Arl6ip6",8.09308192559755,-0.0338929791732618,0.101038280655459,0.343219077612251,0.466080598571933,"Not significant",33.5488041370394,37.9194630872483
"Nr4a2",1.27968575817293,0.0154558094039975,0.107991151868283,0.486041525324713,0.575590382099139,"Not significant",4.33096315449257,4.96644295302013
"Gpd2",4.03887241501266,-0.104324523172056,0.162145752375333,0.0564202671976018,0.182142309565071,"Not significant",19.9741435035553,18.9261744966443
"Cytip",10.1768915773162,-1.59767010536909,0.275843454976906,2.4615898951431e-11,2.28592188898971e-08,"Significant",30.7045895281189,21.5436241610738
"Acvr1",8.74913125172642,0.0108088150618733,0.0989068589939546,0.0278318120799165,0.130051008452495,"Not significant",29.2178409825469,34.7651006711409
"Upp2",4.38008755999849,0.0195140318475035,0.10505482332196,0.234697323579589,0.374950447351502,"Not significant",18.6166774402069,21.8791946308725
"Pkp4",6.59404854599547,0.0357475671878864,0.111055779690671,0.273999122165502,0.409593812317614,"Not significant",23.6586942469295,26.9798657718121
"Tanc1",2.15782251057098,0.0312095287095397,0.113446019412963,0.121201372122078,0.262748730099115,"Not significant",8.08015513897867,9.26174496644295
"Wdsub1",3.82316054274599,-0.0426126019145635,0.108906031137934,0.18311301201581,0.32666772925978,"Not significant",22.4305106658048,22.751677852349
"Baz2b",49.7802285239326,-0.108871983512257,0.116461944009678,0.101666938377549,0.242476716209821,"Not significant",87.0717517776341,87.3154362416107
"March7",16.3435709983885,-0.0859337731721118,0.109776142475683,0.125143015921982,0.2673036657553,"Not significant",59.2760180995475,65.0335570469799
"Cd302",48.9430339119598,-0.185929288249448,0.14204973639487,0.0141995380126433,0.0960406596761946,"Not significant",85.9082094376212,89.4630872483222
"Rbms1",62.6570495109072,-0.0242183749777589,0.0838500285846049,0.539185330233121,0.617378031708363,"Not significant",88.8170652876535,92.6174496644295
"Tank",24.7027575771591,-0.00783189988866567,0.0960347488211778,0.667855590133921,0.714510353290532,"Not significant",60.5042016806723,64.9664429530201
"Psmd14",25.4820042177672,0.0147892353530984,0.0951405671929298,0.713687883215219,0.751734556304749,"Not significant",59.2113768584357,71.6107382550336
"Fap",1.0746837274779,-0.02827317159445,0.1119189868166,0.0780579231987471,0.212573096634285,"Not significant",9.30833872010343,8.9261744966443
"Ifih1",8.04056635642403,-0.057471142585733,0.121018757807442,0.0903547307487253,0.229025700892861,"Not significant",41.6289592760181,39.7315436241611
"Gca",0.974829907588462,0.0194109847297349,0.108617894529815,0.410614832632796,NA,"Not significant",4.20168067226891,5.77181208053691
"Cobll1",1.29724436541788,-0.0278938825137339,0.111950422585027,0.023162998017743,0.12026238803742,"Not significant",4.00775694893342,3.15436241610738
"Ttc21b",1.89210202327371,0.00402699370613541,0.102888621658894,0.439314684309371,0.540731432067364,"Not significant",8.20943762120233,11.0738255033557
"Xirp2",1.77720978511029,-0.0549384003615852,0.127616371892446,0.0170472741707994,0.104149465104495,"Not significant",6.65804783451842,5.83892617449664
"Cers6",37.4178325068961,-0.10596694104171,0.138276979443039,0.0761668830356306,0.209669497781051,"Not significant",74.1435035552683,72.4161073825503
"Nostrin",10.2916634649863,-0.00747513880946755,0.0975044965587408,0.15978296873498,0.302480175246074,"Not significant",38.9786683904331,45.1006711409396
"Spc25",0.806394360548115,0.0487519531225049,0.121061705997826,0.105137967440803,NA,"Not significant",3.23206205559147,7.04697986577181
"Dhrs9",1.08232918254996,0.0392986181123986,0.117303966966216,0.0250358126138215,0.125290086140963,"Not significant",3.42598577892696,8.18791946308725
"Bbs5",1.07469382344809,0.0258015841408336,0.10679208583635,0.373459038989575,0.490072906200697,"Not significant",6.07627666451196,9.12751677852349
"Fastkd1",1.48849354604622,0.00175529852014107,0.102765310352073,0.896651857841749,0.907580135538393,"Not significant",7.11053652230123,10.1342281879195
"Ppig",38.4199025886811,0.0305254794320141,0.0794100478453184,0.116434931158376,0.257906756694694,"Not significant",80.6076276664512,85.2348993288591
"Ccdc173",1.42946884257372,0.0206063354170274,0.108060838383254,0.284409339379928,0.418955234468739,"Not significant",6.33484162895928,8.99328859060403
"Phospho2",3.26958629910452,0.012746072461342,0.103598530771102,0.0873874855002692,0.224512868306149,"Not significant",22.2365869424693,27.4496644295302
"Ssb",44.0480107422387,0.0256490148150617,0.0830417915431011,0.0703690061409353,0.201708170643051,"Not significant",84.486102133161,90.7382550335571
"Mettl5",4.3564557388513,0.0124596795790613,0.0956004870773418,0.596948148390891,0.659693411046699,"Not significant",22.4305106658048,27.7852348993289
"Ubr3",18.3979198455789,-0.0302112798625575,0.0931459622397171,0.530305298412546,0.611131388005884,"Not significant",60.3102779573368,65.9731543624161
"Gorasp2",10.7108644728008,0.028001488322322,0.0841486135695956,0.106779458689078,0.248002583435119,"Not significant",44.5378151260504,54.2281879194631
"Tlk1",24.2193134885167,0.0526290273865067,0.0903916482394199,0.105269153752383,0.246642083679654,"Not significant",67.420814479638,78.5234899328859
"Mettl8",2.45008375194544,0.0249727440718241,0.104588932284463,0.0154501308984995,0.0998248495434358,"Not significant",14.6089204912734,18.993288590604
"Dcaf17",5.18377274964542,-0.0113529237363792,0.0965198040743022,0.665415685881307,0.712571677458596,"Not significant",24.4343891402715,29.3959731543624
"Dync1i2",54.6466270825328,0.0619352035924893,0.0915057238444393,0.266029706767023,0.40302732801602,"Not significant",85.0678733031674,92.9530201342282
"Slc25a12",8.02324694748407,-0.0383387438046185,0.093470743937741,0.113875799761239,0.255508132525137,"Not significant",30.4460245636716,37.0469798657718
"Hat1",11.2084352591694,-0.0204049973233723,0.103212014549852,0.577660051905606,0.645601469389034,"Not significant",35.617323852618,45.6375838926174
"Metap1d",6.73374013440499,0.0523836018344004,0.111571015069067,0.0595247155070268,0.185323062756562,"Not significant",30.7692307692308,38.1879194630872
"Itga6",27.6643105970451,0.431243092953031,0.391875821901053,0.00554937510938434,0.0671898245824666,"Not significant",51.3897866839043,75.503355704698
"Pdk1",3.66646731506338,-0.017150376535295,0.105501859446199,0.378612067202734,0.49342042782308,"Not significant",13.8332255979315,22.9530201342282
"Rapgef4",3.10349800657632,0.0246061599473164,0.108180552186603,0.318945886707208,0.447524093989331,"Not significant",9.95475113122172,12.5503355704698
"Map3k20",8.97724946510366,0.0214886429547455,0.101478279809354,0.470699053569227,0.564872043257714,"Not significant",35.0355526826115,42.0134228187919
"Cdca7",1.2858601425927,0.00844509152936766,0.107504721916314,0.525630596800597,0.607045398113974,"Not significant",2.26244343891403,6.57718120805369
"Sp3",19.6081641867889,-0.0816855287235751,0.0975716225129058,0.0951654458526706,0.234978168762529,"Not significant",62.0555914673562,67.3154362416107
"Gm11084",3.80085402763406,-0.0372593571885515,0.10758050597302,0.360122316224094,0.480241443894141,"Not significant",23.9172592113769,22.2147651006711
"Sp3os",5.31381867299614,-0.010783789919718,0.0983027468744623,0.112193385437503,0.25400164721722,"Not significant",27.3432449903038,34.4295302013423
"Ola1",23.7406606140799,-0.00815299295065227,0.0939175685751352,0.702038162785982,0.742065380055754,"Not significant",59.4053005817712,72.4161073825503
"Cir1",18.4719625523526,-0.00886724928264355,0.0960739502717979,0.533727946715292,0.613967452218098,"Not significant",62.8312863606981,70.3355704697987
"Scrn3",1.81459163657921,0.00319384792040822,0.101506084843585,0.63808872962613,0.692160600311236,"Not significant",8.85585003232062,12.2147651006711
"Gpr155",7.56329630590115,-0.0745615566374574,0.141620892269315,0.0339665697212871,0.144429890914248,"Not significant",40.0775694893342,34.8993288590604
"Wipf1",54.2416094109035,-0.0717437778997733,0.0843195001083953,0.21211103848083,0.354265736144958,"Not significant",87.6535229476406,90.2684563758389
"Gm13708",1.74681141515606,-0.0914643977648237,0.155412782764109,0.040076557025332,0.155774235395277,"Not significant",11.2475759534583,10.9395973154362
"Atf2",13.5598144203719,-0.0944308331171406,0.11117510927355,0.122576336223699,0.264327058164468,"Not significant",52.1008403361345,53.2885906040268
"Atp5g3",52.4490607574094,0.0689134257252055,0.110862296655682,0.0690042064173395,0.199456131452497,"Not significant",85.2617970265029,93.6912751677852
"Lnpk",6.20856427608453,0.000273851950579358,0.0970519400976772,0.48495585333699,0.574689564018254,"Not significant",22.6890756302521,28.6577181208054
"Mtx2",10.3450314736795,0.10212698653065,0.136566587274,0.0892148475999275,0.227434406846334,"Not significant",36.3930187459599,51.1409395973154
"Hnrnpa3",77.6495554269636,-0.0999948666291676,0.133653145386586,0.0973408866201146,0.23782280718117,"Not significant",90.1098901098901,91.3422818791946
"Nfe2l2",53.8904659534639,0.0794878234657442,0.118720706765325,0.16646619905924,0.309623492969799,"Not significant",85.7142857142857,90.8724832214765
"Agps",22.6275468312997,-0.0199044612687163,0.091564956482978,0.671163483403137,0.717148010770192,"Not significant",59.2760180995475,68.3892617449664
"Rbm45",1.73453494650832,-0.00711927663011185,0.102833552663115,0.59071410249192,0.654675551367577,"Not significant",8.1447963800905,12.2818791946309
"Prkra",10.814588789885,0.0275952395140982,0.0952565435437593,0.460339358062325,0.557460845977543,"Not significant",43.1157078215902,53.0872483221477
"Fkbp7",3.48185254573345,-0.0332027821260142,0.110908863757113,0.109447629908344,0.250767367613538,"Not significant",17.5177763413058,17.248322147651
"Plekha3",5.87426559413765,0.0497429510941842,0.10606331411048,0.056457889891347,0.182142608692872,"Not significant",22.8829993535876,31.9463087248322
"Ttn",2.97813632767028,0.00329804585867918,0.106230747152844,0.500530314332668,0.587662671884412,"Not significant",19.8448610213316,19.3959731543624
"Sestd1",12.6653340299966,1.32195387541858e-05,0.0935143202186085,0.156074860516293,0.298503033172428,"Not significant",50.0969618616677,58.4563758389262
"Cwc22",6.17492049881138,-0.0424144236386317,0.0939546319602047,0.434069084701347,0.536896764907665,"Not significant",28.7653522947641,33.9597315436242
"Ube2e3",25.0757944517198,0.00497011485316047,0.0808805877730148,0.524666529550244,0.606411925702165,"Not significant",68.6489980607628,75.1006711409396
"Itga4",47.7832985140006,-0.0968771440569335,0.139536646226857,0.0818355149741138,0.217129814405344,"Not significant",88.0413703943116,84.6308724832215
"Cerkl",1.92778160480959,-0.0330566426584012,0.112489005039773,0.21448916785287,0.356261276360498,"Not significant",12.7343244990304,12.8187919463087
"Itprid2",12.9973872544478,-0.0386960324575791,0.0877497482462188,0.290456079086729,0.424310290235232,"Not significant",52.4886877828054,57.9194630872483
"Dnajc10",13.4654866638782,-0.00526422896566139,0.0906891642031284,0.309076773502196,0.439785379763885,"Not significant",47.6405946994182,56.510067114094
"Nckap1",1.66521797634163,0.0233356338328817,0.109320949844327,0.378250591851945,0.493109556999322,"Not significant",7.43374272786038,10.2684563758389
"Nup35",2.60096187029761,-0.0455803354425627,0.114341100879926,0.22382657724662,0.365733415548439,"Not significant",14.9321266968326,14.8322147651007
"Zc3h15",26.2654029467467,0.021343447666117,0.0765578630583333,0.37665071694094,0.492114427092776,"Not significant",66.2572721396251,77.1140939597315
"Itgav",35.6393658955622,0.093212470365106,0.155576919645338,0.0587067255582078,0.18448565507395,"Not significant",56.431803490627,72.751677852349
"Gm13684",4.2836591961814,0.0335799282070003,0.111721036715303,0.0448487203648325,0.163676198116029,"Not significant",12.2171945701357,16.8456375838926
"Calcrl",8.389890550797,-0.0147447734586848,0.102139863316354,0.654024470810739,0.704187085493966,"Not significant",33.2902391725921,31.744966442953
"Tfpi",3.97256171383071,0.103334549370753,0.152148115937166,0.0740922539848212,0.206315352155902,"Not significant",16.4188752424047,24.6979865771812
"Gm13710",5.95696244360032,-0.00367895599233735,0.106386202928025,0.552087169727398,0.626410134262509,"Not significant",36.1344537815126,29.261744966443
"Ctnnd1",23.3122283751398,0.00623170059672384,0.0917246481785682,0.614735931045392,0.674710168220553,"Not significant",64.8998060762767,71.006711409396
"Selenoh",17.2596032027986,0.0435490488399907,0.0961469701999139,0.329190359334964,0.455092640493525,"Not significant",51.2605042016807,66.9127516778523
"Tmx2",4.654314352662,-0.00675932989062961,0.0997213413528988,0.185695392429753,0.329262008968916,"Not significant",20.8144796380091,24.496644295302
"Med19",6.75572794725457,-0.0479391966618784,0.0927302783423086,0.310215140690319,0.440791161796023,"Not significant",30.7692307692308,37.3154362416107
"Zdhhc5",6.12849823122248,0.0176595899989439,0.0941487864057899,0.160733058590687,0.303743425979155,"Not significant",29.928894634777,36.3087248322148
"Clp1",2.30147460578511,-0.00220668830964358,0.101848528857984,0.503899630955424,0.590061741888268,"Not significant",11.8939883645766,13.758389261745
"Serping1",4.00461662537793,-0.0306414720984512,0.112385189564292,0.161500316123588,0.304466433529555,"Not significant",23.9172592113769,20.2684563758389
"Ube2l6",3.39467930567575,-0.00317000346904581,0.104290015357609,0.060113271357089,0.186303721757483,"Not significant",23.7879767291532,29.1275167785235
"Timm10",8.19372378633631,0.0224843630090648,0.0975130073735305,0.160435282009764,0.303522477775744,"Not significant",30.1228183581125,40.3355704697987
"Slc43a3",3.2012293332652,0.0347264772828718,0.113023231703012,0.0889645278170515,0.227113824649617,"Not significant",10.0840336134454,13.758389261745
"Ssrp1",15.3513460860702,0.0429015061696138,0.09026705758542,0.211395584060051,0.353297362229905,"Not significant",51.519069166128,59.1946308724832
"Tnks1bp1",1.05537458526031,-6.91188007992545e-05,0.106498374560633,0.402163185956903,0.51109457203101,"Not significant",9.56690368455074,9.53020134228188
"Aplnr",1.25805986162583,-0.022781577485239,0.1103864382396,0.00125690116717422,0.0327709408706503,"Significant",3.49062702003878,3.6241610738255
"Olfr1033",12.4289739043042,-0.095094904868081,0.175163929039691,0.00290660045302082,0.0517263477832886,"Not significant",34.2598577892696,32.6845637583893
"Ptprj",114.268077917445,-0.0555947142887797,0.109367249266129,0.264369993071458,0.401328500404956,"Not significant",95.5397543632838,94.8322147651007
"4933423P22Rik",1.61754538839414,-0.00288479949568293,0.104620419060934,0.536767221156939,0.615799322115693,"Not significant",8.79120879120879,10
"Nup160",3.57551352453856,0.0121121772505257,0.100754083811833,0.557962754853842,0.630276406151941,"Not significant",14.6089204912734,18.6577181208054
"Fnbp4",11.9559821587952,-0.00189635381215332,0.0985921266533841,0.00957452672572581,0.0835929833361446,"Not significant",37.6858435681965,42.0134228187919
"Mtch2",15.2136649508901,0.120196495068091,0.151592874116377,0.0563141187605967,0.182101569607923,"Not significant",46.7356173238526,64.2281879194631
"Ndufs3",25.5364187886681,0.23719117111479,0.108576769935881,0.000314222489731705,0.0144584807775197,"Significant",68.4550743374273,84.6308724832215
"Kbtbd4",2.2326528850749,0.0190155881201196,0.102835058843738,0.160747622206883,0.303743425979155,"Not significant",11.7647058823529,13.6241610738255
"Ptpmt1",19.4118264818676,0.149400594296051,0.127968887760527,0.0121713966141211,0.0904882215525819,"Not significant",58.8881706528765,74.0268456375839
"Celf1",26.5538327461624,-0.01162821222935,0.0851241749977056,0.548951821581595,0.624171969736979,"Not significant",67.9379444085326,73.2885906040269
"Rapsn",5.09393222333665,0.0196395541478962,0.107574482202971,0.31255441848673,0.442671495011223,"Not significant",26.8261150614092,27.5838926174497
"Psmc3",35.3221723134077,0.0524977883110429,0.090691763414351,0.23596843646814,0.375864272340878,"Not significant",76.2120232708468,86.8456375838926
"Slc39a13",4.90193466944572,0.0105115448362817,0.102742344237487,0.0732246056705403,0.205255407339864,"Not significant",21.20232708468,24.1610738255034
"Spi1",124.524713618904,0.00975991364774717,0.0762021771974272,0.372447083261469,0.489643208968488,"Not significant",97.8021978021978,98.8590604026846
"Madd",9.72715066496384,0.0777975581657863,0.133648360230518,0.0958870620895864,0.2363055100712,"Not significant",39.3665158371041,45.6375838926174
"Nr1h3",6.69306693758084,0.0546547795114464,0.118631418685687,0.173992837789414,0.317712374514472,"Not significant",23.7233354880414,33.0872483221477
"Acp2",17.1540763302205,0.0180632822250844,0.098664469417045,0.268097670124351,0.405001138763716,"Not significant",63.6716224951519,70.6040268456376
"Ddb2",2.33447016593662,0.0126026793733822,0.105800137677209,0.15676247423174,0.299135478347422,"Not significant",14.9967679379444,16.7114093959732
"Arfgap2",6.27961198763317,-0.0824718951927698,0.110380969290241,0.14278920637676,0.285327023305673,"Not significant",32.0620555914674,34.6979865771812
"1110051M20Rik",4.89762665502621,-0.0832506866593892,0.13850762218038,0.0808818067724739,0.21611500292462,"Not significant",20.9437621202327,21.6107382550336
"Lrp4",0.866618920048958,0.0248707439037864,0.110411450421473,0.445124855897135,NA,"Not significant",4.78345184227537,6.30872483221477
"Ckap5",13.71836984002,-0.0270787148992805,0.0890147480182162,0.172370918471023,0.31566312875251,"Not significant",47.6405946994182,52.6174496644295
"Zfp408",1.63458772822233,0.00018369252854412,0.105060918371379,0.738333828855507,0.771919047282214,"Not significant",9.04977375565611,9.79865771812081
"Arhgap1",6.49924615087521,-0.00278417186730969,0.0941731822577346,0.0339267117416346,0.144429890914248,"Not significant",34.453781512605,42.3489932885906
"Atg13",4.62694537468001,0.0174374759019466,0.103929084227559,0.576292046366205,0.644696280317808,"Not significant",23.0769230769231,28.8590604026846
"Harbi1",1.01743766615776,-0.0289906895443558,0.110646292907024,0.308408033134821,0.439463645720401,"Not significant",5.62378797672915,7.04697986577181
"Ambra1",26.559808947166,-0.0493549488039517,0.0910966584096536,0.346486142807538,0.468975215155559,"Not significant",66.645119586296,73.0201342281879
"Dgkz",20.3122515837152,0.0570468529694503,0.104897656613909,0.156672104861263,0.299135478347422,"Not significant",62.120232708468,70.3355704697987
"Creb3l1",1.19838379969568,0.0580253408842159,0.12808246908072,0.0499983039061094,0.172953834880091,"Not significant",4.58952811893988,8.9261744966443
"Phf21a",44.3314454228422,0.019729583954776,0.101209982957773,0.632235191092205,0.687681804633457,"Not significant",80.4137039431157,79.8657718120805
"Pex16",2.653615827339,-0.00701704396578217,0.10190311097523,0.0667414804182939,0.19565980230027,"Not significant",17.2592113768584,21.6778523489933
"Cry2",0.871119950797145,0.00296921757390036,0.104954275548856,1,NA,"Not significant",4.78345184227537,5.43624161073826
"Slc35c1",2.12520889390634,-0.00597342716034258,0.100243965334076,0.298289133761956,0.431528608041125,"Not significant",13.3160956690368,15.5704697986577
"Gm13814",1.03723301507412,-0.0676954372854315,0.138598441931514,0.015493181151683,0.0999134125406832,"Not significant",5.36522301228184,4.56375838926174
"Prdm11",1.65651535440766,-0.0393418978576895,0.113747420407569,0.0300669889819489,0.13614108707917,"Not significant",6.98125404007757,7.11409395973154
"Trp53i11",1.20026155818739,-0.0146394624973575,0.108557491084221,0.371977165252545,0.489279776339782,"Not significant",4.46024563671623,4.63087248322148
"Cd82",7.46207440436941,0.0139579191015017,0.104861909659028,0.553373554355741,0.627173067540652,"Not significant",38.267614738203,38.5234899328859
"Ext2",9.42001418489002,-0.0226132909036735,0.0853122472465721,0.576952319658698,0.645165724167358,"Not significant",38.4615384615385,45.7046979865772
"Accs",3.69654432808247,0.00954745093661546,0.0999437455529084,0.619240955125713,0.677979245081367,"Not significant",18.8752424046542,22.3489932885906
"Alkbh3",7.05479915768075,-0.0102305790531625,0.0945774098182562,0.258775065598806,0.396214734528581,"Not significant",33.6780866192631,43.1543624161074
"Hsd17b12",25.4707557942404,-0.0220059537129196,0.0948686333863845,0.627123175702573,0.684189174388741,"Not significant",60.4395604395604,68.1208053691275
"Ttc17",13.0804415694845,-0.027429892188042,0.0992190382379532,0.523639946186483,0.605636554607668,"Not significant",45.830639948287,50.0671140939597
"2810002D19Rik",1.32593962583071,-0.00367667453744129,0.104976225525891,0.469076126465239,0.563918163097848,"Not significant",6.78733031674208,8.59060402684564
"Api5",18.2696509443022,-0.045952333000589,0.0992904230345296,0.0997860886830377,0.240643804264473,"Not significant",56.6257272139625,65.9060402684564
"B230118H07Rik",4.74396105776886,0.0837540103680263,0.136720817160123,0.0100883856599235,0.0850177392589968,"Not significant",24.4990303813833,35.3020134228188
"Traf6",5.17192686462129,-0.0386726771310604,0.0994096481635106,0.0708108837473736,0.202124188390435,"Not significant",26.9553975436328,31.4765100671141
"Prr5l",1.48340830997894,-0.0255838472939986,0.10955737145759,0.0940990903027168,0.23346542981453,"Not significant",11.2475759534583,11.2080536912752
"Commd9",8.16215656712104,0.0856950126605137,0.118497950873302,0.023415640993618,0.120864463238913,"Not significant",34.9062702003878,46.8456375838926
"Ldlrad3",20.3816273814042,-0.0233997132657893,0.105216619676599,0.0982746681975136,0.239302916719333,"Not significant",46.8002585649644,50.0671140939597
"Gm13919",2.01089184213276,-0.0477382770484175,0.118550872190216,0.128471853915446,0.270820309531776,"Not significant",12.4111182934712,11.006711409396
"Trim44",15.7457507091104,-0.0568687702780214,0.106398820087888,0.253235746397214,0.391287724920215,"Not significant",57.8539107950873,57.1140939597315
"Cd44",70.85808880894,0.0246651110446132,0.0899553137544902,0.63674313586578,0.691141338101045,"Not significant",88.4292178409825,91.006711409396
"Pdhx",3.08852737015618,0.0330673729172936,0.104342355695899,0.356186375115051,0.476797775101592,"Not significant",15.3199741435036,21.2751677852349
"Apip",10.6956354013324,0.0428519988204777,0.0911463015612231,0.427946503416035,0.532712809627422,"Not significant",42.5985778926955,52.8859060402685
"Cat",18.108853619534,0.00925412674386635,0.0935980160248813,0.221056309275137,0.362978652828408,"Not significant",56.1732385261797,64.0939597315436
"Nat10",1.33276010555601,-0.00017772196941361,0.104550695810332,0.247068183358941,0.386020418019514,"Not significant",7.17517776341306,9.26174496644295
"Caprin1",34.0186660813396,0.0822474416467869,0.0762613365401015,0.155227412036394,0.297886157045232,"Not significant",75.9534583063995,84.496644295302
"Lmo2",38.4180242525259,-0.0046156534670759,0.0964930434423188,0.874723403951181,0.887583150030924,"Not significant",84.486102133161,86.3087248322148
"4931422A03Rik",1.10544452718644,-0.0198969316462569,0.109513415162513,0.12869174358292,0.270963708856553,"Not significant",5.49450549450549,4.22818791946309
"Fbxo3",9.98489620245229,0.0284074681794519,0.102515904265092,0.0995500688452443,0.240345313655342,"Not significant",37.2979961215255,47.4496644295302
"Cd59a",1.81017743814882,0.208022561884341,0.455963904131721,0.0100950420281953,0.0850177392589968,"Not significant",7.95087265675501,13.2214765100671
"Hipk3",11.2406229642368,0.025919354563147,0.0947817893993225,0.0865010684554803,0.223359053152864,"Not significant",40.4007756948933,46.7114093959731
"Cstf3",7.91557671492937,-0.0602223858209625,0.10989408402328,0.136764384984777,0.279321949193593,"Not significant",31.6742081447964,36.7114093959732
"Tcp11l1",8.97049549448831,0.00678092655094313,0.0999466490771534,0.0101330352514287,0.0851172396348153,"Not significant",26.7614738202974,35.7718120805369
"Depdc7",2.92709711270233,-0.0400539608175321,0.111946619251065,0.0934639690782256,0.23302127559401,"Not significant",15.6431803490627,15.6375838926174
